symbol,Name,Rating,Fair Price,Expected Return,Base Return,Growth Potential,Liquid Position,Debt Position,Market Cap,Sector
DMF,Dreyfus Municipal Income Inc.,buy,9.925535755116632,0.319112635856692,0.15167309458260836,,,0.09997075852163273,164518008.0,Financial Services
DMLP,Dorchester Minerals L.P.,buy,22.287787804814652,0.5178270719665758,0.10779075726074305,0.27086629295795195,0.02490278884032593,-0.0026932265628141216,513571204.0,Energy
DMPI,DelMar Pharmaceuticals Inc.,hold,0.41661792781213214,0.6659702649314644,-0.29892081346420607,,0.24199259598218892,0.03859157236451516,9575376.0,Healthcare
DMRC,Digimarc Corporation,sell,12.403783915551465,-0.271348705757599,-0.4621171572600098,0.0,0.12231615745705016,0.0009835112929097445,222989689.0,Technology
DNB,Dun & Bradstreet Corporation (The),sell,83.02218717644163,-0.3322961324085263,-0.514247434206142,,0.045576533972708555,0.04702121145908045,5330189933.0,Industrials
DNBF,DNB Financial Corp,hold,27.956234936564467,0.008603558960954202,-0.09258552897732619,,0.04030153633030076,-0.038570155757382096,132702179.0,Financial Services
DNJR,Golden Bull Limited,sell,5.551214550674692,-0.3073944435229216,-0.4164367470241326,,0.04620645991010908,-0.004632939161348992,131268600.0,Financial Services
DNKN,Dunkin' Brands Group Inc.,strong sell,50.11615898892382,-0.17889116953688683,-0.2073165489902602,-0.012784004684567751,0.058880757866887956,-0.11913403835455538,5752079175.0,Consumer Cyclical
DNLI,Denali Therapeutics Inc.,strong sell,10.53695844267798,-0.4281291855252906,-0.36596416069887017,,0.0963408748660195,-0.22597468244489083,1983653652.0,Healthcare
DNN,Denison Mines Corp (Canada),sell,0.2857732964040017,-0.35591036090372,-0.46123551442602573,-4.394412655839286e-05,0.03848183343965328,-0.0005815185432400671,291995173.0,Basic Materials
DNOW,NOW Inc.,hold,12.643882567162184,0.025975706021233273,-0.4621171572600098,0.0,0.41314974696839557,-0.003925281306724093,1447417320.0,Energy
DNP,DNP Select Income Fund Inc.,hold,10.401459512043848,0.02085645571705658,-0.0735789735633473,,,0.026966646527952998,3115947353.0,Financial Services
DNR,Denbury Resources Inc.,buy,3.7988276987478584,0.9557037374868413,0.2928262217080102,-0.28192918552028523,0.08054783309769897,0.6591669734555248,999105441.0,Energy
DO,Diamond Offshore Drilling Inc.,hold,12.206153656476635,0.13630885775040497,-0.4621171572600098,0.0,0.25378675581938204,0.27717047643858184,1569504297.0,Energy
DOC,Physicians Realty Trust of Beneficial Interest,sell,9.117717903036995,-0.36698858221817315,-0.2880908677886779,0.5504756605609991,0.031425362319475125,-0.7375125405074769,2988257318.0,Real Estate
DOCU,DocuSign Inc.,strong sell,22.516605171137094,-0.41467001275957543,-0.4621171572600098,0.0,0.08783801039662475,-0.10785964864864128,7185098914.0,Technology
DOGZ,Dogness (International) Corporation,hold,3.8945276756195986,0.07121302904616195,-0.195335404328825,,0.2029869839594547,-0.003907333336918617,100521624.0,Consumer Defensive
DOMO,Domo Inc.,strong buy,62.971854321956954,1.8391173004442187,0.49764526335573933,0.8920629279054726,0.2080339529096371,0.17390637352091876,598397611.0,Technology
DOOO,BRP Inc.,strong buy,54.826320493518274,0.9683830268331884,0.25285411218650355,0.21124856342036114,0.4010451163894362,-0.04003725626000665,1292720963.0,Consumer Cyclical
DOOR,Masonite International Corporation (Canada),buy,61.36333846265435,0.3168821105546686,-0.03251440104310177,-0.005797821252960467,0.28080821004538126,-0.048888937318384285,1363421887.0,Basic Materials
DORM,Dorman Products Inc.,sell,95.1946699204208,0.0935366891106075,-0.12236284207060244,0.03886081801348262,0.09602077213530658,-0.005806925738711555,3124857277.0,Consumer Cyclical
DOV,Dover Corporation,hold,96.06007743546088,0.33304561082747824,0.19392885732570297,-0.10969491711938095,0.09452527317801573,0.05499467096527533,11393461998.0,Industrials
DOVA,Dova Pharmaceuticals Inc.,hold,7.975698670193221,0.06443111652660355,-0.28329242171941327,,0.2714495979248084,0.008805157568757549,225632784.0,Healthcare
DOX,Amdocs Limited,buy,72.57704534700629,0.2982453499054062,0.10797370434029174,-0.033915182444714365,0.10237515645831263,0.03318374409621483,8374535100.0,Technology
DPG,Duff & Phelps Global Utility Income Fund Inc.,hold,15.673723517017615,0.23107112254588918,0.06697810495082135,,,0.09662423484261695,510914487.0,Financial Services
DPLO,Diplomat Pharmacy Inc.,hold,14.30716177188858,0.17946745037112322,-0.17686966511833146,0.28618699514167734,0.18546573237536546,-0.1839785770036353,959233840.0,Healthcare
DPW,DPW Holdings Inc.,strong sell,-0.046872418070813875,-1.3129706282406328,-0.4621171572600098,0.0,0.08167748729212843,-0.9999997410252024,9235297.0,Technology
DPZ,Domino's Pizza Inc,sell,191.75410489490488,-0.14581235842136164,-0.19532257659858365,0.12006625568561757,0.027502047779540684,-0.1821179912350035,10356652650.0,Consumer Cyclical
DQ,DAQO New Energy Corp. American Depositary Shares each representing five,strong buy,67.82313635582577,1.7175076105044493,0.5944484315304739,0.6174556309134525,0.20500269126752357,0.14438993646323905,340633715.0,Technology
DRAD,Digirad Corporation,strong buy,2.2894687655103354,2.1397564444678774,0.9999945944415898,0.2600895269926531,0.6338056161776138,0.17839792410356958,15075864.0,Healthcare
DRD,DRDGOLD Limited American Depositary Shares,buy,2.3842347009163833,0.2305101002726379,0.14552452224087298,,0.15842068882429916,-0.14090389354498511,142768101.0,Basic Materials
DRE,Duke Realty Corporation,sell,23.132674321138605,-0.06681259265091966,-0.0064363001167355716,-0.3127944323589672,0.029671529561367427,0.12952559075524328,9868113687.0,Real Estate
DRH,Diamondrock Hospitality Company,sell,8.849854785530038,0.0008184486827401416,-0.06025015522755495,-0.13880982073939263,0.08135408997652616,0.029122444747376797,2018911395.0,Real Estate
DRI,Darden Restaurants Inc.,hold,102.68314795912114,0.04359710189769747,-0.05475248503379926,-0.02084402065034696,0.019348681805169354,0.007105754790368124,13337745225.0,Consumer Cyclical
DRIO,DarioHealth Corp.,sell,-0.5981089384910384,-1.6531443961524146,-0.9541370889295242,-0.9999999993653291,0.21929780277444189,0.01422610661554602,30342953.0,Healthcare
DRNA,Dicerna Pharmaceuticals Inc.,buy,12.556174715296892,0.20069754767094278,-0.38653106613194843,0.44047797129847477,0.13122984245739544,-0.051947982705429885,695069917.0,Healthcare
DRQ,Dril-Quip Inc.,hold,40.59740878388986,0.13864051847513864,0.3677776170688625,-0.6254861108021106,0.3193548552683054,0.009525374187630442,1355957434.0,Energy
DRRX,DURECT Corporation,sell,0.4689719911911005,-0.18730320009976503,-0.4621171572600098,0.0,0.18833270037346073,0.01901247403433315,101984181.0,Healthcare
DRYS,DryShips Inc.,buy,9.588948321548195,0.6268747245572766,-0.4365162827827693,-0.0039642612823740375,0.3710698788229536,0.613524726683123,580079087.0,Industrials
DS,Drive Shack Inc.,hold,4.491385885827641,0.10955367505584773,-0.25380604231066506,,0.17904893549376588,0.11684199912029603,288886818.0,Consumer Cyclical
DSGX,The Descartes Systems Group Inc.,sell,21.30764981488477,-0.1801476365099684,-0.2970669666273349,0.05774621923208634,0.017151011257040327,-0.03228618356491386,2196797870.0,Technology
DSKE,Daseke Inc.,buy,8.333984850563638,1.238760058696156,0.16177154386700954,0.5985762671181265,0.45377426133884535,-0.14613575704764448,259750353.0,Industrials
DSL,DoubleLine Income Solutions Fund of Beneficial Interests,hold,18.680851546053336,0.06537751918692408,0.04671061879779348,,,-0.04880188236332028,1898070820.0,Financial Services
DSPG,DSP Group Inc.,sell,9.440029183373019,-0.18569346539841797,-0.38457222581993256,-0.03197409999383283,0.1395346481905786,0.02384942947231794,280560575.0,Technology
DSS,Document Security Systems Inc.,sell,0.74730408290741,0.005709400017494259,-0.3255196064796525,-0.04689251231823266,0.18560466154353694,0.05566466328551911,14461389.0,Industrials
DSU,Blackrock Debt Strategies Fund Inc.,buy,11.509123594852232,0.168820322929698,0.10135154017724712,,,,552373342.0,Financial Services
DSW,DSW Inc.,buy,41.395630138028686,0.6922257308390528,0.38781545280392216,0.015098035153402689,0.23438415643167332,-0.021543150320743387,2058549809.0,Consumer Cyclical
DSWL,Deswell Industries Inc.,buy,5.699800595984089,0.9362558634029718,0.34582325147702164,,0.6312916308783214,-0.10832780170482204,48449979.0,Industrials
DSX,Diana Shipping inc.,buy,3.9851409618171405,0.24650457027231493,-0.2694932997709336,0.029568878644298913,0.26964402877713556,0.14931617986936319,350723506.0,Industrials
DTE,DTE Energy Company,hold,111.36102998881503,0.09288507187627507,-0.017410309479166663,0.020782445959988127,0.07418728384474083,-0.08202008554266371,20350133185.0,Utilities
DTEA,DAVIDsTEA Inc.,buy,3.8756815377435823,1.8358127382835812,0.6837554009408549,0.5418974926460709,0.6908761315025411,-0.14818506955833666,36410860.0,Consumer Defensive
DTF,DTF Tax-Free Income Inc.,hold,13.769019646095302,0.1381546028220701,0.06822053694043362,,,0.0024652831291855914,109576009.0,Financial Services
DTSS,Datasea Inc.,sell,2.254818211701055,-0.38224001243948197,-0.4566637403759176,,0.006489993999657662,0.00046495118432710036,78896731.0,Industrials
DUC,Duff & Phelps Utility & Corporate Bond Trust Inc.,buy,9.842632619551567,0.2519011076082351,0.04578075890418587,,,0.13865156595159833,228480816.0,Financial Services
DUK,Duke Energy Corporation (Holding Company),sell,72.28692463302407,-0.05409555441857364,-0.04173394209707282,-0.08816685991827466,0.026305107891436252,-0.04204991947939729,60316570182.0,Utilities
DVA,DaVita Inc.,buy,80.7310485615087,0.5402013460941477,0.06319705300741152,0.036100010853730824,0.36604518468461844,-0.025516163981667672,9307620000.0,Healthcare
DVAX,Dynavax Technologies Corporation,hold,10.383624379294723,0.006313663339677145,-0.4213978667242093,0.12840645123922645,0.14237289145953702,0.0894634046126721,693367747.0,Healthcare
DVCR,Diversicare Healthcare Services Inc.,buy,9.625106110462035,2.0347919354675708,0.9996892117616702,0.9470893227134847,0.9028948314456988,-0.8823502132057339,21142479.0,Healthcare
DVD,Dover Motorsports Inc.,buy,2.300928963319703,0.2712234756198396,0.037441917962836024,-0.09831648365789392,0.05875320988691701,0.13558389931538373,74403757.0,Consumer Cyclical
DVN,Devon Energy Corporation,buy,35.67961318340056,0.5060161536985,0.3936976163256056,-0.39034576539427923,0.18031474317774365,0.16988474061781011,12341752000.0,Energy
DWDP,DowDuPont Inc.,strong buy,85.28241100053003,0.6185068753433781,0.157647532884013,0.3032916383209714,0.14688853116203715,-0.06509233694498773,126825798148.0,Basic Materials
DWSN,Dawson Geophysical Company,hold,3.9750927236309774,0.04897315895763049,-0.4621171572600098,0.0,0.3934012002406475,0.05022033322454189,92921738.0,Energy
DX,Dynex Capital Inc.,strong buy,13.513587969989057,1.377428657571722,0.22980010635893233,,0.15130923367866322,0.7845297577170609,372458499.0,Real Estate
DXC,DXC Technology Company,hold,55.94581850181419,0.03768071546179061,-0.2125673062905068,-0.031143753864966373,0.20727633072408458,-0.04762194211716764,17109339971.0,Technology
DXCM,DexCom Inc.,sell,71.73533232072384,-0.42240751665489745,-0.4621171572600098,0.0,0.036443034942960084,-0.06592522339008111,12535937080.0,Healthcare
DXF,Dunxin Financial Holdings Limited American Depositary Shares,buy,3.571855129354039,0.49375761769796006,0.37491215625465046,,,0.05137667869085871,52172916.0,Financial Services
DXLG,Destination XL Group Inc.,buy,4.0846898436251315,0.8281109567288006,0.504167218485233,-0.05380866997309652,0.32791368842577495,-0.017630062961561666,114790860.0,Consumer Cyclical
DXPE,DXP Enterprises Inc.,hold,33.9296253092515,0.15412499933807167,-0.24573513350827547,-0.12392345300433294,0.30798140395887086,0.12065425213087533,562950874.0,Industrials
DXR,Daxor Corporation,sell,8.995276470059276,-0.24058687339683565,-0.349388704495908,,,0.04133304834662144,48473347.0,Healthcare
DXYN,The Dixie Group Inc.,buy,1.8437164810570754,0.968207423017477,-0.4621171572600098,0.0,0.999943473783643,0.36291232374139293,15968035.0,Consumer Cyclical
DY,Dycom Industries Inc.,strong buy,151.73695850466768,1.6673423260518672,0.5167402243454604,0.7819410129513955,0.30110965436708415,-0.031025723140701622,1848698314.0,Industrials
DYNT,Dynatronics Corporation,sell,1.8706757023512122,-0.2319036133706906,-0.4621171572600098,0.0,0.3320482530944955,-0.16930349195762717,21864136.0,Healthcare
DYSL,Dynasil Corporation of America,strong buy,1.7491682616472397,0.6333060689698738,0.15242127607290534,0.10706636044197948,0.26988093088726584,-0.008352687708898632,20046225.0,Technology
DZSI,DASAN Zhone Solutions Inc.,sell,10.480627122286405,-0.09789782287508549,-0.4621171572600098,0.0,0.31237725293401986,-0.033375674607259875,212660188.0,Technology
E,ENI S.p.A.,hold,33.35036690718046,0.14511334072025983,-0.3629275408914622,-0.06506996897431272,0.38451003774575887,0.06337636836406668,59418930146.0,Energy
EA,Electronic Arts Inc.,hold,91.66318740221922,0.09576876799716748,-0.09217381088414167,-0.0138414080704381,0.10548836881878398,0.011146336378565547,27403072727.0,Technology
EAD,Wells Fargo Income Opportunities Fund,hold,8.515097428191314,0.1834710669190715,0.06355016998236751,,,0.05245211418425311,526102348.0,Financial Services
EAF,GrafTech International Ltd.,sell,10.133417563580904,-0.11101714442339929,-0.4441053886464704,0.010179855781405678,0.06548177308786807,0.10488398968859958,3997797541.0,Industrials
EAGL,Platinum Eagle Acquisition Corp.,sell,5.488220723984288,-0.38412279461391813,-0.4573119184553336,,0.0007001089488274381,,410312500.0,Industrials
EARN,Ellington Residential Mortgage REIT of Beneficial Interest,strong buy,23.18374915862492,1.1750823426274437,0.11313977765323635,,0.14678196291431278,0.8476918193074436,138708207.0,Real Estate
EARS,Auris Medical Holding AG,sell,0.30473578209035657,-0.21550584762318076,-0.48257157835096065,,0.1387509622277623,0.06084598574756672,14329634.0,Healthcare
EAST,Eastside Distilling Inc.,sell,2.7079691051966615,-0.49221103754077494,-0.4621171572600098,0.0,0.17670214074579937,-0.2742648037790154,44975750.0,Consumer Defensive
EAT,Brinker International Inc.,sell,42.49478001557429,-0.02893626375445965,0.1021247162584571,-0.1224880783711304,0.03788899896224063,-0.1515223758841242,1894102000.0,Consumer Cyclical
EB,Eventbrite Inc. Class A,sell,22.580226147702355,-0.19219593371632432,-0.39011018692453303,,0.1262437399890617,0.004201730466696141,2386714945.0,Technology
EBAY,eBay Inc.,sell,19.087741121506603,-0.30485146974650984,-0.4496445460416515,0.0007048689773583305,0.09224179923734255,-0.015622374672010109,29279575122.0,Consumer Cyclical
EBF,Ennis Inc.,buy,24.459909451672182,0.3207487257185696,0.20930632518305536,-0.20831138223278134,0.15402320342093545,0.0624985012978887,524839779.0,Industrials
EBIX,Ebix Inc.,hold,44.03553650148979,-0.01687204660342545,-0.24050292989072375,0.2205793317793714,0.021505179065131497,-0.09325780823328012,7579888723.0,Technology
EBMT,Eagle Bancorp Montana Inc.,sell,2.866397391096082,-0.7476183721892902,-0.08693724880134346,,0.040224974265015145,-0.7867345159473945,111412887.0,Financial Services
EBR,Centrais Electricas Brasileiras S A American Depositary Shares (Each representing one),buy,10.352693777949252,0.3058292825071462,-0.4621171572600098,0.0,0.38368196383250575,0.31679569318219936,11308018760.0,Utilities
EBR.B,Centrais Electricas Brasileiras S.A.- Eletrobr?!s American Depositary Shares (Each representing one Preferred Share),buy,10.813918536078914,0.25061085453351367,-0.4621171572600098,0.0,0.3538705517350125,0.2913886773060601,12363073142.0,Utilities
EBS,Emergent Biosolutions Inc.,buy,97.9790900066748,0.6115746759449575,0.10215603321700173,0.334411990077627,0.08602515752585926,0.006180262878603848,3265068639.0,Healthcare
EBSB,Meridian Bancorp Inc.,sell,5.881258110334777,-0.5087397795870517,-0.08236365666759715,,0.16664682946526854,-0.6927213811641976,813443622.0,Financial Services
EBTC,Enterprise Bancorp Inc,strong sell,2.291974214132056,-0.8319133747063852,-0.18847362586083938,,0.08303517579643183,-0.8260216511876243,391250140.0,Financial Services
EC,Ecopetrol S.A. American Depositary Shares,sell,19.33447377990099,0.1753370598944325,-0.1365169274090735,0.05006802780008446,0.09401295659737752,0.04208164224619293,37868475800.0,Energy
ECA,Encana Corporation,hold,6.09415898246306,-0.028353326674394774,-0.4621171572600098,0.0,0.10753847669434258,0.25875657113882156,6419286637.0,Energy
ECC,Eagle Point Credit Company Inc.,sell,0.34052425536144826,-0.9095538720814595,0.022977343813041173,,,-0.9999999986469515,342602402.0,Financial Services
ECF,Ellsworth Growth and Income Fund Ltd.,strong sell,-1.9322350683268201,-1.1528544861559664,-0.22032326890841747,,,-1.0,113438950.0,Financial Services
ECHO,Echo Global Logistics Inc.,hold,20.79373986975683,0.016456453647732253,-0.2751902253348274,0.12697717421577526,0.34203436277364374,-0.2721129840944484,644026298.0,Industrials
ECL,Ecolab Inc.,sell,130.79067650880145,-0.03956637509197482,-0.11939579909758324,-0.06459194009841607,0.0468668850176035,0.011565438712737297,43206742388.0,Basic Materials
ECOL,US Ecology Inc.,buy,75.59255480778486,0.27223016792670085,-0.07832981978576792,0.03546970502623048,0.0650420072999407,0.15895177633123514,1410546816.0,Industrials
ECOM,ChannelAdvisor Corporation,sell,7.152168189880671,-0.2962173213506923,-0.4621171572600098,0.0,0.12823727352988734,-0.02980622037302072,306989904.0,Technology
ECOR,electroCore Inc.,hold,5.304265866995066,0.0533918063574817,-0.43643978644926285,0.1720075102984926,0.26186300732131373,-0.01150770756551267,158441183.0,Healthcare
ECPG,Encore Capital Group Inc,buy,31.282034633589937,0.24025120715148973,0.2662791460683276,0.18215250325032883,0.11873954419849331,-0.4419181491434111,857690548.0,Financial Services
ECR,Eclipse Resources Corporation,strong buy,3.4479338602565877,2.515402643009039,0.9999456218483322,0.9999999936324007,0.22570913735038833,0.22227910742546642,302535938.0,Energy
ECT,ECA Marcellus Trust I of Beneficial Interest,sell,0.9946563234780001,-0.2270660590953838,0.24258916374333905,-0.6585410606711823,0.03396156833701225,0.003650530764581106,28168000.0,Energy
ED,Consolidated Edison Inc.,sell,57.19216815397511,-0.1464130877193382,-0.061273862316353234,-0.11975329657739586,0.018517651089388965,-0.08426820648544486,23650404115.0,Utilities
EDAP,EDAP TMS S.A.,sell,1.9544599007940737,-0.0937072254904359,-0.4621171572600098,0.0,0.300941149017123,,67565028.0,Healthcare
EDD,Morgan Stanley Emerging Markets Domestic Debt Fund Inc.,buy,8.093899705558064,0.3107713488904024,0.05351829661684704,,,0.1897842695211045,435025789.0,Financial Services
EDGE,Edge Therapeutics Inc.,buy,0.6690460419814381,0.7121247364924661,0.6141993015831091,,0.8964941452214943,-0.8660374930645881,12744282.0,Healthcare
EDI,Stone Harbor Emerging Markets Total Income Fund of Beneficial Interests,buy,16.961132428344847,0.523359978318532,0.07862321746658929,,,0.37726797809949186,112486412.0,Financial Services
EDIT,Editas Medicine Inc.,buy,48.16766198105879,0.9059291637088934,-0.20974985407844482,0.8996219142367872,0.13588803547615247,0.01270028532194778,1252626978.0,Healthcare
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) American Depositary Shares,buy,53.848389772025975,1.0426134811691197,0.030967901131950137,0.7185573872256614,0.17676583007433488,0.013492374796654882,1229789292.0,Utilities
EDNT,Edison Nation Inc.,sell,4.397739395874093,-0.08354677788961601,-0.1748670985127586,-0.09645778865675225,0.14669921763321625,-0.02638989110577228,26159021.0,Consumer Cyclical
EDRY,EuroDry Ltd.,buy,18.345816915432785,1.2668081912285598,0.9911853266579622,0.9999999999647433,0.017844306232070783,-0.9123648425196009,19723638.0,Industrials
EDTX,EdtechX Holdings Acquisition Corp.,sell,5.281845220409764,-0.39521227315703394,-0.46203213662831044,,-0.0006489192811743871,,77718438.0,Industrials
EDTXU,EdtechX Holdings Acquisition Corp. Unit,sell,5.367906474550533,-0.3952032418170654,-0.46203349838702845,,-0.0006385261824878308,,78983438.0,Industrials
EDU,New Oriental Education & Technology Group Inc. Sponsored ADR representing 1 (Cayman Islands),buy,85.41011834567192,0.4883668030287321,-0.001876229092330206,0.3845168698264996,0.1500566543325923,-0.12537947754044876,9608435338.0,Consumer Defensive
EDUC,Educational Development Corporation,strong buy,26.304159943703265,2.1348320101873033,0.7832694704743284,0.9870742763675786,0.24267184148711385,0.0104510718667572,71301703.0,Consumer Cyclical
EE,El Pasoectric Company,hold,45.429734308576826,0.008347219167803566,-0.059496415501096966,-0.055820238035950265,0.04486195239573054,-0.014914046421058424,2021169206.0,Utilities
EEFT,Euronet Worldwide Inc.,hold,107.5766780884357,0.10843285400591923,-0.16571307717206984,0.08874079222385833,0.18111499955603594,-0.07705967003616399,5400429069.0,Industrials
EEI,Ecology and Environment Inc.,buy,21.893123775887325,0.9331980421300112,0.8055400593281443,-0.39517718229856214,0.4317382726922454,0.002897567296874959,51180523.0,Industrials
EEX,Emerald Expositions Events Inc.,hold,12.347530434879424,0.0882554427089037,-0.22168558291764484,0.0234902940981494,0.05724712759041761,0.10559897645403282,937012710.0,Industrials
EFBI,Eagle Financial Bancorp Inc.,buy,18.110186270608967,0.22778862548955664,0.041123195127865664,,0.18243070679679185,-0.07370080537805646,25604901.0,Financial Services
EFC,Ellington Financial LLC representing Limitied Liability Company Interests no par valu,buy,26.594219987987533,0.8323883556597125,0.15723082084082796,,0.05762685968499448,0.4899000110118399,468211754.0,Financial Services
EFF,Eaton vance Floating-Rate Income Plus Fund of Beneficial Interest,buy,16.326692380874363,0.16839207208989942,0.10092328933744854,,,,112803238.0,Financial Services
EFII,Electronics for Imaging Inc.,strong buy,43.73933973937186,0.6892463036783633,0.3118583835355735,0.13104007237433257,0.1630752579028536,0.015803807113152768,1184835549.0,Technology
EFL,Eaton Vance Floating-Rate 2022 Target Term Trust of Beneficial Interest,hold,9.272598092845813,0.11285751926268922,0.04538873651023834,,,,209436134.0,Financial Services
EFOI,Energy Focus Inc.,buy,1.1553808782555313,0.6610975803462869,-0.4609450831384475,-0.0016481552044558256,0.7661522319405127,0.2900698039962266,8756666.0,Consumer Cyclical
EFR,Eaton Vance Senior Floating-Rate Fund of Beneficial Interest,hold,14.262819767448216,0.16124330479602572,0.1667963883247905,,,-0.07302186628121565,480502002.0,Financial Services
EFSC,Enterprise Financial Services Corporation,strong sell,4.8049526107906235,-0.7673787264659535,-0.16703495064279816,,0.08790197165936475,-0.7970599452425232,885430706.0,Financial Services
EFT,Eaton Vance Floating Rate Income Trust of Beneficial Interest,hold,14.381091406949324,0.16025688358446638,0.0927881008320155,,,,524606160.0,Financial Services
EFX,Equifax Inc.,buy,129.69705447354139,0.4285467268132837,0.14447703013057467,0.13528607875933796,0.037927215703136286,0.024234708759681256,11653581192.0,Industrials
EGAN,eGain Corporation,sell,4.238246231317145,-0.2932783920111773,-0.4621171572600098,0.0,0.08356673741103471,0.01780324508534692,184785280.0,Technology
EGBN,Eagle Bancorp Inc.,strong sell,13.656955406442416,-0.6311258833529441,-0.19713155955575368,,-0.03972147248007618,-0.4978088019171055,1767923677.0,Financial Services
EGHT,8x8 Inc,sell,11.415771714195447,-0.3673940036735171,-0.4621171572600098,0.0,0.04547191524146976,-0.018217544407427955,1926497856.0,Communication Services
EGI,Entree Resources Ltd.,sell,0.24413439479124097,-0.34197873831372966,-0.5858069374094086,,0.04962354112592471,0.12673587521730334,72265139.0,Basic Materials
EGL,Engility Holdings Inc.,hold,28.243264874514686,0.038027713148144515,-0.3296523085636204,-0.0371380309623518,0.16866220176708957,0.16868706815457624,1075795252.0,Industrials
EGLE,Eagle Bulk Shipping Inc.,buy,7.163262038289149,0.47755973517157485,-0.03206313390583648,0.3522359460443165,0.12325174772166636,-0.03333360744102243,368770479.0,Industrials
EGO,Eldorado Gold Corporation,buy,5.3863701681813785,0.8277204717006136,-0.4621171572600098,0.0,0.5448205100812815,0.677548336126891,485934536.0,Basic Materials
EGOV,NIC Inc.,buy,16.514364560557983,0.34070240784074435,0.009384065352929571,0.0699506751224317,0.16416508035263422,-0.003682661626945971,886703582.0,Technology
EGP,EastGroup Properties Inc.,sell,87.36657490228812,9.705147167417966e-05,-0.16744513428164343,0.05622200863923377,0.004611798671474432,0.026453134744025553,3423152050.0,Real Estate
EGRX,Eagle Pharmaceuticals Inc.,strong buy,122.893814249395,1.9996835717540589,0.7380605338884063,0.9999992007477165,0.1626267170027138,0.007354585971078187,587414000.0,Healthcare
EGY,VAALCO Energy Inc.,sell,1.4603598570200422,0.3113645855459935,-0.4347345187746927,-0.013253549715187884,0.2062014978629445,0.05763006616885913,106574592.0,Energy
EHC,Encompass Health Corporation,sell,49.05557151355502,-0.1526948070134404,-0.35999147034761836,,0.04668268908039397,0.06789379147419283,6431326573.0,Healthcare
EHI,Western Asset Global High Income Fund Inc,hold,9.812797088855351,0.15536202985393105,0.08789324710148017,,,,404064060.0,Financial Services
EHIC,eHi Car Services Limited American Depositary Shares,sell,1.518929226949518,-0.7806382945525974,-0.046258780205977734,,0.04206663154917689,-0.8439149286482474,694451430.0,Industrials
EHT,Eaton Vance High Income 2021 Target Term Trust of Beneficial Interest,hold,9.684833554571014,0.10327985810763968,0.03581107535518879,,,,200659985.0,Financial Services
EHTH,eHealth Inc.,sell,27.757130337971763,-0.25120744851971993,-0.4093760577269574,-0.008642516979271986,0.08608142405268593,0.013260919381372638,790619425.0,Financial Services
EIDX,Eidos Therapeutics Inc.,sell,10.928806590586563,-0.1353899633754439,-0.32517024008940043,,0.1669840826408968,-0.04467258867939117,503803865.0,Healthcare
EIG,Employers Holdings Inc,hold,51.60885997002398,0.3369109432142804,-0.1428191155855718,,0.07353585062509627,0.28589948301856083,1391361832.0,Financial Services
EIGI,Endurance International Group Holdings Inc.,strong buy,14.942980651619527,1.1005273748095294,0.3890692110012193,0.34524223039655144,0.09071851381529372,0.20802863684401407,1057337175.0,Technology
EIGR,Eiger BioPharmaceuticals Inc.,sell,8.565905122730191,-0.27158174790108375,-0.40680595315716406,,0.12110838482645359,-0.05335296232282416,247478017.0,Healthcare
EIM,Eaton Vance Municipal Bond Fund of Beneficial Interest $.01 par value,hold,12.561316857302648,0.1494082192126273,0.03137532480836169,,,0.050564111651814736,829896662.0,Financial Services
EIO,Eaton Vance Ohio Municipal Bond Fundd of Befeficial Interest $.01 par value,hold,11.953459838453435,0.0948396326410142,0.06199122667447643,,,-0.03462037678591312,29528932.0,Financial Services
EIP,Eaton Vance Pennsylvania Municipal Bond Fund of Befeficial Interest $.01 par value,hold,13.520163510529406,0.2113066432033312,0.06905869193612824,,,0.07477916851475208,34987673.0,Financial Services
EIV,Eaton Vance Municipal Bond Fund II of Beneficial Interest $.01 Par Value,hold,13.109319338039334,0.21884324375118042,0.05777229590645039,,,0.09360216509227914,114010353.0,Financial Services
EIX,Edison International,buy,80.33123284901903,0.43362239711198125,0.28845123334084155,-0.02929406953392133,0.08262231393098074,0.012422020054058347,19327120740.0,Utilities
EKSO,Ekso Bionics Holdings Inc.,hold,2.142913244670749,0.4680656746941168,-0.22400350565620253,0.5296699333559742,0.09096506294183748,0.003965401300056737,95842652.0,Healthcare
EL,Estee Lauder Companies Inc. (The),sell,115.56819215624112,-0.0019644791545827198,-0.13454044862383518,0.015259006781384699,0.06627374319547452,-0.02934745336000255,45697649139.0,Consumer Defensive
ELAN,Elanco Animal Health Incorporated,sell,25.980351021047923,-0.11962912021851528,-0.273081893197631,,0.11517398935480916,-0.02918999912814435,11685375000.0,Healthcare
ELF,e.l.f. Beauty Inc.,strong buy,20.022137835591867,1.5407151683751532,0.5497843594283744,0.681340675792178,0.14593702977388867,0.06168797588154762,396172409.0,Consumer Defensive
ELGX,Endologix Inc.,buy,0.9131458829955568,0.43568257207752853,-0.4621171572600098,0.0,0.532992284883602,0.2973386617014855,69044973.0,Healthcare
ELLI,Ellie Mae Inc.,buy,112.18849250199659,0.7322161827288429,0.02146818083784585,0.572451844845614,0.07561614927539018,-0.011659826473604196,2357717741.0,Technology
